isbn,title,author,category,imagelink
9780061582424,"Caesar's Women","Colleen McCullough",Fiction,http://books.google.com/books/content?id=NlCDYcWzf9YC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780061748042,"Mirror Mirror","Gregory Maguire",Fiction,http://books.google.com/books/content?id=NztwUkRLficC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780061795640,"Bright Shiny Morning","James Frey",Fiction,http://books.google.com/books/content?id=5-vWtppquOcC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780061833021,"Florida Roadkill","Tim Dorsey",Fiction,http://books.google.com/books/content?id=DyJerMxqPMAC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780061835568,"Torpedo Juice","Tim Dorsey",Fiction,http://books.google.com/books/content?id=ktaAUNhPYoQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780061841897,"Cadillac Beach","Tim Dorsey",Fiction,http://books.google.com/books/content?id=sxFeCgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780061862311,Wicked,"Gregory Maguire",Fiction,http://books.google.com/books/content?id=E_90o7hjkvsC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780061906305,"Leaping Beauty","Gregory Maguire","Juvenile Fiction",http://books.google.com/books/content?id=9s9UKhVC1fgC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780061990472,"The Thorn Birds","Colleen McCullough",Fiction,http://books.google.com/books/content?id=brWVa9m-sRUC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780062041593,"Electric Barracuda","Tim Dorsey",Fiction,http://books.google.com/books/content?id=JfKzrfi8A6sC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780062046086,Luck,"Deborah Aaronson",Self-Help,http://books.google.com/books/content?id=7MEikyhF-_UC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780062101235,"Out of Oz","Gregory Maguire",Fiction,http://books.google.com/books/content?id=tiFYmj1_Sl0C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780062109699,"Next (Enhanced Edition)","Michael Crichton",Fiction,http://books.google.com/books/content?id=4Cypt2DwO9wC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780062262806,"Triggerfish Twist with a Bonus Excerpt","Tim Dorsey",Fiction,http://books.google.com/books/content?id=7Q7vqSBYvggC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780062311108,"Natchez Burning","Greg Iles",Fiction,http://books.google.com/books/content?id=qt9zAgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780062311146,"The Bone Tree","Greg Iles",Fiction,http://books.google.com/books/content?id=kmWdBAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780062316813,Hood,"Emma Donoghue",Fiction,http://books.google.com/books/content?id=hT8PAAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780062331489,"Tropical Warning","Tim Dorsey",Fiction,http://books.google.com/books/content?id=Gc4iAQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780062332677,"Endgame: The Training Diaries Volume 1: Origins","James Frey","Young Adult Fiction",http://books.google.com/books/content?id=UzzRAwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780062332745,"Endgame: The Fugitive Archives Volume 2: The Moscow Meeting","James Frey","Young Adult Fiction",http://books.google.com/books/content?id=N0tcDAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780062347275,"America's First Daughter","Stephanie Dray",Fiction,http://books.google.com/books/content?id=7HXlCQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780062378590,"The Tim Dorsey","Tim Dorsey",Fiction,http://books.google.com/books/content?id=dnfEAwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780062458186,"Hitman Anders and the Meaning of It All","Jonas Jonasson",Fiction,http://books.google.com/books/content?id=hRdhCgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780062466174,"My Dear Hamilton","Stephanie Dray",Fiction,http://books.google.com/books/content?id=7nsmDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780062499738,"The Dress in the Window","Sofia Grant",Fiction,http://books.google.com/books/content?id=XpVnDQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780062684400,Hiddensee,"Gregory Maguire",Fiction,http://books.google.com/books/content?id=9FARDgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780062693457,"The Daisy Children","Sofia Grant",Fiction,http://books.google.com/books/content?id=OYIzDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780062834881,"The Other Woman","Daniel Silva",Fiction,http://books.google.com/books/content?id=OPU5DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780062838568,"The Accidental Further Adventures of the Hundred-Year-Old Man","Jonas Jonasson",Fiction,http://books.google.com/books/content?id=ZthWDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780062861870,"Lies in White Dresses","Sofia Grant",Fiction,
9780064405959,"Seven Spiders Spinning","Gregory Maguire","Juvenile Fiction",http://books.google.com/books/content?id=3qD1k4EPVDQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780071790307,"Case Files Orthopaedic Surgery","Eugene Toy",Medical,http://books.google.com/books/content?id=JpKLgMy4kvAC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780123965615,"Dielectric Phenomena in Solids","Kwan-Chi Kao",Science,http://books.google.com/books/content?id=53iDBqayjMYC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780125067638,Ecotoxicology,"F. Moriarty",Medical,http://books.google.com/books/content?id=OC5qhZ6POQQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780141190655,"Tortilla Flat","John Steinbeck",Fiction,http://books.google.com/books/content?id=sVhaUu77cKoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780141347479,"Between the Lines (Between the Lines #1)","Tammara Webber",Fiction,http://books.google.com/books/content?id=69TtJECWC_cC&printsec=frontcover&img=1&zoom=5&source=gbs_api
9780141915685,"The Brothers Karamazov","Fyodor Dostoyevsky",Fiction,http://books.google.com/books/content?id=N3FRBAQgcxEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780141916170,"Ralph's Party","Lisa Jewell",Fiction,http://books.google.com/books/content?id=HTDM8rSlvEEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780141936291,"Netochka Nezvanova","Fyodor Dostoyevsky",Fiction,http://books.google.com/books/content?id=xIwy-ny3fjkC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780141963099,"The Jungle","Clive Cussler",Fiction,http://books.google.com/books/content?id=JRQIOs_ELXsC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780143108092,"The Last Bookaneer","Matthew Pearl",Fiction,http://books.google.com/books/content?id=2hHUCwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780143123620,"Shadow of Night","Deborah Harkness",Fiction,http://books.google.com/books/content?id=wSKMDQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780143127529,"The Book of Life","Deborah Harkness",Fiction,http://books.google.com/books/content?id=GGctDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780143127550,"Everything I Never Told You","Celeste Ng",Fiction,http://books.google.com/books/content?id=JEYCDAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780143183853,"Mark Mcewan Rustic Italian","Mark McEwan",Cooking,http://books.google.com/books/content?id=kKcXLb1qQ5sC&printsec=frontcover&img=1&zoom=5&source=gbs_api
9780143185048,"Great Food At Home","Mark McEwan",Cooking,http://books.google.com/books/content?id=0p8_JSptyTEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780191516757,"The Essential Victor Hugo","Victor Hugo","Literary Collections",http://books.google.com/books/content?id=eZqOCgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780191649998,"Blackstone's Handbook for Policing Students 2013","Sofia Graça",Law,http://books.google.com/books/content?id=T79V6puGw2wC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780195390322,"The American Slave Narrative and the Victorian Novel","Julia Sun-Joo Lee",History,http://books.google.com/books/content?id=sK4RDAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780198737773,"Tropical Medicine Notebook","Philippa C. Matthews",Medical,http://books.google.com/books/content?id=FjsqDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780199571703,"How to Pass the MRCPsych CASC","Andrew Iles",Medical,http://books.google.com/books/content?id=qp6VH8xceO8C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780199914647,"Brain, Mind, and the Structure of Reality","Paul L. Nunez",Medical,http://books.google.com/books/content?id=IRIWDAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780226240350,"Backing Into Forward","Jules Feiffer","Biography & Autobiography",http://books.google.com/books/content?id=Vq0zpOE7xqsC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780231507493,"Five Modern Japanese Novelists","Donald Keene","Literary Criticism",http://books.google.com/books/content?id=5cZ28-MbduEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780231509398,"Facing Death in Cambodia","Peter Maguire",History,http://books.google.com/books/content?id=nNfu_0Xafo8C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780252097096,"The Rise of Cantonese Opera","Wing Chung Ng",Music,http://books.google.com/books/content?id=gZn7BwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780292783201,"Think Like an Architect","Hal Box",Architecture,http://books.google.com/books/content?id=4LlaBAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780300231304,"Philo of Alexandria","Maren R. Niehoff","Biography & Autobiography",http://books.google.com/books/content?id=sjlFDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307264886,Beloved,"Toni Morrison",Fiction,http://books.google.com/books/content?id=ppfYf0K6fcoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307267450,"The Road","Cormac McCarthy",Fiction,http://books.google.com/books/content?id=PfmjWho_zOAC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307276902,"A Million Little Pieces","James Frey","Biography & Autobiography",http://books.google.com/books/content?id=MwNuYMr-3JsC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307277671,"The Da Vinci Code","Dan Brown",Fiction,http://books.google.com/books/content?id=b5amvAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
9780307341556,"Sharp Objects","Gillian Flynn",Fiction,http://books.google.com/books/content?id=cAYy9_aV4kMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307346612,"World War Z","Max Brooks",Fiction,http://books.google.com/books/content?id=QefeRjRpXbAC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307361677,"Fight the Right","Warren Kinsella","Political Science",http://books.google.com/books/content?id=0HyKvV_uThQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307363367,"Sweet Tooth","Ian McEwan",Fiction,http://books.google.com/books/content?id=mE12PrGfHD4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307363985,"Forever Summer","Nigella Lawson",Cooking,http://books.google.com/books/content?id=ml-_JXiyvksC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307366429,"You Shall Know Our Velocity","Dave Eggers",Fiction,http://books.google.com/books/content?id=IksaBkm34ZUC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307367006,"Black Dogs","Ian McEwan",Fiction,http://books.google.com/books/content?id=ehyESuerFasC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307369062,"How We Are Hungry","Dave Eggers",Fiction,http://books.google.com/books/content?id=1m-eWo1FMOkC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307369727,"Fury's Hour","Warren Kinsella",Music,http://books.google.com/books/content?id=tAKSNLj1wGEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307371225,Saturday,"Ian McEwan",Fiction,http://books.google.com/books/content?id=ZyVxoPif6AYC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307371379,"What Is the What","Dave Eggers",Fiction,http://books.google.com/books/content?id=3HDpzQhWIxAC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307371492,Atonement,"Ian McEwan",Fiction,http://books.google.com/books/content?id=NKasHN-C2_4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307399052,"The Wild Things","Dave Eggers",Fiction,http://books.google.com/books/content?id=LnBKZfTi2lEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307399076,Zeitoun,"Dave Eggers","Biography & Autobiography",http://books.google.com/books/content?id=uulXnJtuCIYC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307414199,"Sole Survivor","Dean Koontz",Fiction,http://books.google.com/books/content?id=DORXBDUdGgcC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307420657,"Encyclopedia of an Ordinary Life","Amy Krouse Rosenthal","Biography & Autobiography",http://books.google.com/books/content?id=qqrQO-JUca4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307428110,"The Adolescent","Fyodor Dostoevsky",Fiction,http://books.google.com/books/content?id=as9tHaZw7EsC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307430663,"At the Hands of Persons Unknown","Philip Dray",History,http://books.google.com/books/content?id=WBqedYHYMXAC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307430816,"Cliffs of Despair","Tom Hunt",Psychology,http://books.google.com/books/content?id=OZic6cVWPhcC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307557575,"Losing Is Not an Option","Rich Wallace","Young Adult Fiction",http://books.google.com/books/content?id=VEqM3tERilQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307566546,Jewels,"Danielle Steel",Fiction,http://books.google.com/books/content?id=4nwsmWRiyjQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307593610,Inseparable,"Emma Donoghue","Literary Criticism",http://books.google.com/books/content?id=A1-rSLvyyIkC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307719997,"A Passion for Interiors","Carolyne Roehm",Design,http://books.google.com/books/content?id=NsgEKWsuxooC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307743657,"The Shining","Stephen King",Fiction,http://books.google.com/books/content?id=c2VHVEWUFoQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307760234,"Black Dogs","Ian McEwan",Fiction,http://books.google.com/books/content?id=WZ7EBgb9jroC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307762498,"Outer Dark","Cormac McCarthy",Fiction,http://books.google.com/books/content?id=wvqYx2ii3fsC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307763051,"Jurassic Park","Michael Crichton",Fiction,http://books.google.com/books/content?id=V5s14nks9I8C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307765185,"The Invisible Circus","Jennifer Egan",Fiction,http://books.google.com/books/content?id=9bNbqCL8fvEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307765192,"Emerald City","Jennifer Egan",Fiction,http://books.google.com/books/content?id=RRRcc8hjR-gC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307777522,"Cities of the Plain","Cormac McCarthy",Fiction,http://books.google.com/books/content?id=NgHbYfo_GNoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307789938,"Lullaby Town","Robert Crais",Fiction,http://books.google.com/books/content?id=0D1b7ZlOffYC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307793553,Sanctuary,"William Faulkner",Fiction,http://books.google.com/books/content?id=j7Z91OzrtYwC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307800404,"Breaking Blue","Timothy Egan","Biography & Autobiography",http://books.google.com/books/content?id=OeISsYwfRSoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307816436,"Eaters of the Dead","Michael Crichton",Fiction,http://books.google.com/books/content?id=m6mGKIxOK6sC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307816498,Travels,"Michael Crichton","Biography & Autobiography",http://books.google.com/books/content?id=Gv7oh_ukn3QC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307816504,Congo,"Michael Crichton",Fiction,http://books.google.com/books/content?id=oDFJbc3ZEHAC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307819963,"The Intuitionist","Colson Whitehead",Fiction,http://books.google.com/books/content?id=WJEA1TTHu8AC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307822536,"Victory Secrets of Attila the Hun","Wess Roberts","Business & Economics",http://books.google.com/books/content?id=hRUtkRUb3H0C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307888235,"The Zombie Survival Guide: Recorded Attacks","Max Brooks","Comics & Graphic Novels",http://books.google.com/books/content?id=AQYCVRVsMCkC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307946775,"A Fable","William Faulkner",Fiction,http://books.google.com/books/content?id=mBwo4gSmb1EC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307953681,"The Novels of Gillian Flynn","Gillian Flynn",Fiction,http://books.google.com/books/content?id=KUxuy60D_nIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307959874,Home,"Toni Morrison",Fiction,http://books.google.com/books/content?id=1CNujxYPEpUC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307975164,Pirates,"Mary Pope Osborne","Juvenile Nonfiction",http://books.google.com/books/content?id=0EauctizmQ0C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780307982599,"American Tall Tales","Mary Pope Osborne","Juvenile Fiction",http://books.google.com/books/content?id=WbpWAAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780310272137,Defiance,"Don Brown",Fiction,http://books.google.com/books/content?id=Wn3VZwcdGrMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780310316527,"Black Sea Affair","Don Brown",Fiction,http://books.google.com/books/content?id=vGLogtQglv0C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780310318170,Hostage,"Don Brown",Fiction,http://books.google.com/books/content?id=YA_gUwGvM4EC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780310322559,"Common Roots","Robert E. Webber",Religion,http://books.google.com/books/content?id=TRnQMcvvqu8C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780310858324,Defiance,"Don Brown",Fiction,http://books.google.com/books/content?id=UNCbkykLq-MC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780316054652,"Living Low-Carb","Fran McCullough",Cooking,http://books.google.com/books/content?id=2qikLPRkGY8C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780316055390,"Dale Loves Sophie to Death","Robb Forman Dew",Fiction,http://books.google.com/books/content?id=ndx6gX6tDwMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780316055963,"The Truth of the Matter","Robb Forman Dew",Fiction,http://books.google.com/books/content?id=LRy2OTaLapwC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780316082662,"Like Family","Paula McLain","Biography & Autobiography",http://books.google.com/books/content?id=ub43PVU3zK0C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780316090346,"Fortunate Lives","Robb Forman Dew",Fiction,http://books.google.com/books/content?id=bjJ3Z0Axbz0C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780316090360,"The Time of Her Life","Robb Forman Dew",Fiction,http://books.google.com/books/content?id=rMvSUcQcficC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780316121729,"Being Polite to Hitler","Robb Forman Dew",Fiction,http://books.google.com/books/content?id=d9wK1SfynTgC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780316203265,Chimera,"T.C. McCarthy",Fiction,http://books.google.com/books/content?id=njm0RZFL2rcC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780316204293,"Inside SEAL Team Six","Don Mann","Biography & Autobiography",http://books.google.com/books/content?id=IsNhDI7alVYC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780316206266,Astray,"Emma Donoghue",Fiction,http://books.google.com/books/content?id=bt9S-ZwGU7sC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780316209571,"Hunt the Wolf","Don Mann",Fiction,http://books.google.com/books/content?id=799ixeztagsC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780316209618,"SEAL Team Six: Hunt the Scorpion","Don Mann",Fiction,http://books.google.com/books/content?id=zDNEwXZT8wEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780316228558,"The Casual Vacancy","J. K. Rowling",Fiction,http://books.google.com/books/content?id=a7iuAL4XQ2UC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780316247108,"SEAL Team Six: Hunt the Jackal","Don Mann",Fiction,http://books.google.com/books/content?id=we3iAAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780316247146,"SEAL Team Six: Hunt the Falcon","Don Mann",Fiction,http://books.google.com/books/content?id=I-oFIhjfFUEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780316361323,Ginnifer,"Matthew Pearl",Fiction,http://books.google.com/books/content?id=8JksDAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780316377522,"SEAL Team Six: Hunt the Dragon","Don Mann",Fiction,http://books.google.com/books/content?id=_42DCgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780316393881,"The Wonder","Emma Donoghue",Fiction,http://books.google.com/books/content?id=1D9UCwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780316556392,"SEAL Team Six: Hunt the Viper","Don Mann",Fiction,http://books.google.com/books/content?id=cfMzDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780323063166,"Pharmacology for the Primary Care Provider - E-Book","Marilyn Winterton Edmunds",Medical,http://books.google.com/books/content?id=9JtgGU0fkggC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780323159326,"Differences in Visual Perception","Jules Davidoff",Medical,http://books.google.com/books/content?id=yFix0tMb2tsC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780335210091,"Really Managing Health Care","Iles, Valerie",Medical,http://books.google.com/books/content?id=8jPzPSt0q2MC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780335226290,"The Urban Primary School","Meg Maguire",Education,http://books.google.com/books/content?id=5xt6po1dvY8C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780335226368,"Thinking Nursing","Tom Mason",Education,http://books.google.com/books/content?id=6kvCppHoOpoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780335244157,"Psychosocial Nursing Care","Dave Roberts",Medical,http://books.google.com/books/content?id=nTlFBgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780345370778,"Jurassic Park : [novel]","Michael Crichton",Fiction,http://books.google.com/books/content?id=I79dV_HQvykC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780345443274,"Silent Partner","Stephen Frey",Fiction,http://books.google.com/books/content?id=frEUXOh7_VMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780345451903,"The Last Detective","Robert Crais",Fiction,http://books.google.com/books/content?id=IEWbcogFHQQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780345496768,"The Poe Shadow","Matthew Pearl",NULL,http://books.google.com/books/content?id=TBUN6key-hAC&printsec=frontcover&img=1&zoom=5&source=gbs_api
9780345521323,"The Paris Wife","Paula McLain",Fiction,http://books.google.com/books/content?id=qE2FPaaAa6wC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780345526779,Airframe,"Michael Crichton",Fiction,http://books.google.com/books/content?id=hy7Vhdjoc2wC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780345530141,"The Professor's Assassin (Short Story)","Matthew Pearl",Fiction,http://books.google.com/books/content?id=ncR1pW_yLgUC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780345530981,Pegasus,"Danielle Steel",Fiction,http://books.google.com/books/content?id=D73aCwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780345534194,"Circling the Sun","Paula McLain",Fiction,http://books.google.com/books/content?id=UmrWBQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780345538970,"Rising Sun","Michael Crichton",Fiction,http://books.google.com/books/content?id=pFAzglMsWg8C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780345538987,"Jurassic Park","Michael Crichton",Fiction,http://books.google.com/books/content?id=MNeEFe9qU3cC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780345539007,Disclosure,"Michael Crichton",Fiction,http://books.google.com/books/content?id=76X0Y8dNVXMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780345541017,"In Odd We Trust (Graphic Novel)","Dean Koontz","Comics & Graphic Novels",http://books.google.com/books/content?id=xEK5BAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780345546791,"The Silent Corner","Dean Koontz",FICTION,http://books.google.com/books/content?id=uI04DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780345804327,"The Underground Railroad","Colson Whitehead",Fiction,http://books.google.com/books/content?id=xYtIDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780345804334,"The Noble Hustle","Colson Whitehead","Biography & Autobiography",http://books.google.com/books/content?id=lwSPDQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780345807601,"A Hologram for the King","Dave Eggers",Fiction,http://books.google.com/books/content?id=se7nUhLULocC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
9780349141817,"The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared","Jonas Jonasson",Fiction,http://books.google.com/books/content?id=9bH4CQAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api
